"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2024-04-11,"21:30:00","X4","PX",1027.4
2024-04-11,"03:19:00","X4","PN",1022.9
2024-04-11,NA,"X4","PPT",0
2024-04-11,NA,"X4","RS24h",24.6
2024-04-11,NA,"X4","VVM10",1.5
2024-04-11,NA,"X4","DVM10",171
2024-04-11,"13:40:00","X4","VVX10",6.3
2024-04-11,"13:40:00","X4","DVVX10",137
2024-04-11,NA,"X8","TM",15.3
2024-04-11,"12:40:00","X8","TX",20.3
2024-04-11,"05:25:00","X8","TN",9.9
2024-04-11,NA,"X8","HRM",59
2024-04-11,"00:00:00","X8","HRX",83
2024-04-11,"13:09:00","X8","HRN",36
2024-04-11,NA,"X8","PM",1019.4
2024-04-11,"21:31:00","X8","PX",1021.5
2024-04-11,"03:30:00","X8","PN",1017
2024-04-11,NA,"X8","PPT",0
2024-04-11,NA,"X8","RS24h",24.5
2024-04-11,NA,"X8","VVM10",1.4
2024-04-11,NA,"X8","DVM10",247
2024-04-11,"13:48:00","X8","VVX10",6.1
2024-04-11,"13:48:00","X8","DVVX10",209
2024-04-12,NA,"D5","TM",19.3
2024-04-12,"14:04:00","D5","TX",24.2
2024-04-12,"03:01:00","D5","TN",15.5
2024-04-12,NA,"D5","HRM",39
2024-04-12,"03:20:00","D5","HRX",51
2024-04-12,"14:40:00","D5","HRN",30
2024-04-12,NA,"D5","PM",981.5
2024-04-12,"09:16:00","D5","PX",983
2024-04-12,"23:54:00","D5","PN",980.4
2024-04-12,NA,"D5","PPT",0
2024-04-12,NA,"D5","RS24h",24.8
2024-04-12,NA,"D5","VVM10",3.3
2024-04-12,NA,"D5","DVM10",268
2024-04-12,"03:10:00","D5","VVX10",7.8
2024-04-12,"03:10:00","D5","DVVX10",316
2024-04-12,NA,"X2","TM",17
2024-04-12,"12:11:00","X2","TX",23.8
2024-04-12,"05:38:00","X2","TN",11.7
2024-04-12,NA,"X2","HRM",67
2024-04-12,"23:29:00","X2","HRX",87
2024-04-12,"14:16:00","X2","HRN",35
2024-04-12,NA,"X4","TM",18.7
2024-04-12,"15:28:00","X4","TX",23.8
2024-04-12,"03:37:00","X4","TN",14.4
2024-04-12,NA,"X4","HRM",52
2024-04-12,"05:58:00","X4","HRX",79
2024-04-12,"15:33:00","X4","HRN",27
2024-04-12,NA,"X4","PM",1025.9
2024-04-12,"09:00:00","X4","PX",1027.6
2024-04-12,"23:59:00","X4","PN",1024.5
2024-04-12,NA,"X4","PPT",0
2024-04-12,NA,"X4","RS24h",24.5
2024-04-12,NA,"X4","VVM10",1.2
2024-04-12,NA,"X4","DVM10",173
2024-04-12,"13:31:00","X4","VVX10",6.4
2024-04-12,"13:31:00","X4","DVVX10",162
2024-04-12,NA,"X8","TM",18.6
2024-04-12,"12:23:00","X8","TX",24.1
2024-04-12,"05:21:00","X8","TN",12.8
2024-04-12,NA,"X8","HRM",47
2024-04-12,"05:21:00","X8","HRX",65
2024-04-12,"15:40:00","X8","HRN",29
2024-04-12,NA,"X8","PM",1020.1
2024-04-12,"09:16:00","X8","PX",1021.6
2024-04-12,"23:52:00","X8","PN",1018.8
2024-04-12,NA,"X8","PPT",0
2024-04-12,NA,"X8","RS24h",24.5
2024-04-12,NA,"X8","VVM10",1.3
2024-04-12,NA,"X8","DVM10",200
2024-04-12,"12:17:00","X8","VVX10",6.2
2024-04-12,"12:17:00","X8","DVVX10",172
2024-04-13,NA,"D5","TM",21.5
2024-04-13,"10:52:00","D5","TX",26.3
2024-04-13,"18:42:00","D5","TN",18.2
2024-04-13,NA,"D5","HRM",33
2024-04-13,"18:14:00","D5","HRX",43
2024-04-13,"20:30:00","D5","HRN",29
2024-04-13,NA,"D5","PM",979.1
2024-04-13,"00:04:00","D5","PX",980.5
2024-04-13,"18:33:00","D5","PN",978.1
2024-04-13,NA,"D5","PPT",0
2024-04-13,NA,"D5","RS24h",25.5
2024-04-13,NA,"D5","VVM10",3.3
2024-04-13,NA,"D5","DVM10",60
2024-04-13,"05:36:00","D5","VVX10",9.8
2024-04-13,"05:36:00","D5","DVVX10",0
2024-04-13,NA,"X2","TM",18.4
2024-04-13,"09:58:00","X2","TX",25.1
2024-04-13,"05:07:00","X2","TN",12.8
2024-04-13,NA,"X2","HRM",57
2024-04-13,"00:57:00","X2","HRX",85
2024-04-13,"09:23:00","X2","HRN",30
2024-04-13,NA,"X4","TM",20
2024-04-13,"10:09:00","X4","TX",25.2
2024-04-13,"04:57:00","X4","TN",15.6
2024-04-13,NA,"X4","HRM",46
2024-04-13,"04:00:00","X4","HRX",63
2024-04-13,"09:44:00","X4","HRN",28
2024-04-13,NA,"X4","PM",1023
2024-04-13,"00:00:00","X4","PX",1024.6
2024-04-13,"16:38:00","X4","PN",1021.9
2024-04-13,NA,"X4","PPT",0
2024-04-13,NA,"X4","RS24h",25.2
2024-04-13,NA,"X4","VVM10",1.1
2024-04-13,NA,"X4","DVM10",126
2024-04-13,"12:11:00","X4","VVX10",5
2024-04-13,"12:11:00","X4","DVVX10",142
2024-04-13,NA,"X8","TM",20.1
2024-04-13,"10:52:00","X8","TX",26.9
2024-04-13,"00:18:00","X8","TN",14.8
2024-04-13,NA,"X8","HRM",42
2024-04-13,"21:56:00","X8","HRX",62
2024-04-13,"10:41:00","X8","HRN",28
2024-04-13,NA,"X8","PM",1017.3
2024-04-13,"00:00:00","X8","PX",1018.8
2024-04-13,"16:41:00","X8","PN",1016.2
2024-04-13,NA,"X8","PPT",0
2024-04-13,NA,"X8","RS24h",25.2
2024-04-13,NA,"X8","VVM10",1.4
2024-04-13,NA,"X8","DVM10",114
2024-04-13,"12:55:00","X8","VVX10",5.3
2024-04-13,"12:55:00","X8","DVVX10",84
2024-04-14,NA,"D5","TM",21.6
2024-04-14,"14:32:00","D5","TX",29
2024-04-14,"20:58:00","D5","TN",16.4
2024-04-14,NA,"D5","HRM",31
2024-04-14,"20:57:00","D5","HRX",46
2024-04-14,"15:30:00","D5","HRN",19
2024-04-14,NA,"D5","PM",975.8
2024-04-14,"00:00:00","D5","PX",978.3
2024-04-14,"23:45:00","D5","PN",973.1
2024-04-14,NA,"D5","PPT",0
2024-04-14,NA,"D5","RS24h",26.1
2024-04-14,NA,"D5","VVM10",4.7
2024-04-14,NA,"D5","DVM10",251
2024-04-14,"16:57:00","D5","VVX10",10.1
2024-04-14,"16:57:00","D5","DVVX10",222
2024-04-14,NA,"X2","TM",20.3
2024-04-14,"15:03:00","X2","TX",28.8
2024-04-14,"03:16:00","X2","TN",14.1
2024-04-14,NA,"X2","HRM",50
2024-04-14,"01:02:00","X2","HRX",80
2024-04-14,"15:00:00","X2","HRN",23
2024-04-14,NA,"X4","TM",21.3
2024-04-14,"15:09:00","X4","TX",28.3
2024-04-14,"05:10:00","X4","TN",16.1
2024-04-14,NA,"X4","HRM",41
2024-04-14,"03:33:00","X4","HRX",70
2024-04-14,"15:03:00","X4","HRN",19
2024-04-14,NA,"X4","PM",1019.6
2024-04-14,"00:00:00","X4","PX",1022.3
2024-04-14,"23:52:00","X4","PN",1017.1
2024-04-14,NA,"X4","PPT",0
2024-04-14,NA,"X4","RS24h",25.8
2024-04-14,NA,"X4","VVM10",1.9
2024-04-14,NA,"X4","DVM10",235
2024-04-14,"17:06:00","X4","VVX10",9.2
2024-04-14,"17:06:00","X4","DVVX10",237
2024-04-14,NA,"X8","TM",20.6
2024-04-14,"15:19:00","X8","TX",28.4
2024-04-14,"04:37:00","X8","TN",14.4
2024-04-14,NA,"X8","HRM",40
2024-04-14,"22:48:00","X8","HRX",63
2024-04-14,"15:06:00","X8","HRN",19
2024-04-14,NA,"X8","PM",1014
2024-04-14,"00:01:00","X8","PX",1016.6
2024-04-14,"23:59:00","X8","PN",1011.4
2024-04-14,NA,"X8","PPT",0
2024-04-14,NA,"X8","RS24h",25.8
2024-04-14,NA,"X8","VVM10",1.9
2024-04-14,NA,"X8","DVM10",236
2024-04-14,"16:26:00","X8","VVX10",9.3
2024-04-14,"16:26:00","X8","DVVX10",205
2024-04-15,NA,"D5","TM",18.8
2024-04-15,"14:46:00","D5","TX",25.1
2024-04-15,"21:29:00","D5","TN",13.3
2024-04-15,NA,"D5","HRM",52
2024-04-15,"23:41:00","D5","HRX",100
2024-04-15,"09:03:00","D5","HRN",30
2024-04-15,NA,"D5","PM",970.6
2024-04-15,"00:03:00","D5","PX",973.2
2024-04-15,"17:42:00","D5","PN",969
2024-04-15,NA,"D5","PPT",0
2024-04-15,NA,"D5","RS24h",18.7
2024-04-15,NA,"D5","VVM10",3.9
2024-04-15,NA,"D5","DVM10",213
2024-04-15,"02:34:00","D5","VVX10",12
2024-04-15,"02:34:00","D5","DVVX10",270
2024-04-15,NA,"X2","TM",18
2024-04-15,"12:35:00","X2","TX",22.6
2024-04-15,"04:48:00","X2","TN",13.9
2024-04-15,NA,"X2","HRM",67
2024-04-15,"22:49:00","X2","HRX",89
2024-04-15,"11:01:00","X2","HRN",37
2024-04-15,NA,"X4","TM",18.8
2024-04-15,"11:33:00","X4","TX",22.8
2024-04-15,"03:48:00","X4","TN",16.6
2024-04-15,NA,"X4","HRM",60
2024-04-15,"23:30:00","X4","HRX",99
2024-04-15,"11:29:00","X4","HRN",32
2024-04-15,NA,"X4","PM",1014.5
2024-04-15,"00:00:00","X4","PX",1017.3
2024-04-15,"17:47:00","X4","PN",1012.8
2024-04-15,NA,"X4","PPT",0
2024-04-15,NA,"X4","RS24h",18.7
2024-04-15,NA,"X4","VVM10",1.5
2024-04-15,NA,"X4","DVM10",114
2024-04-15,"09:38:00","X4","VVX10",5.1
2024-04-15,"09:38:00","X4","DVVX10",77
2024-04-15,NA,"X8","TM",19.3
2024-04-15,"11:38:00","X8","TX",24.5
2024-04-15,"05:13:00","X8","TN",15.4
2024-04-15,NA,"X8","HRM",54
2024-04-15,"23:36:00","X8","HRX",90
2024-04-15,"09:15:00","X8","HRN",30
2024-04-15,NA,"X8","PM",1008.8
2024-04-15,"00:03:00","X8","PX",1011.5
2024-04-15,"17:45:00","X8","PN",1007.2
2024-04-15,NA,"X8","PPT",0
2024-04-15,NA,"X8","RS24h",18.3
2024-04-15,NA,"X8","VVM10",1.6
2024-04-15,NA,"X8","DVM10",145
2024-04-15,"09:56:00","X8","VVX10",5.1
2024-04-15,"09:56:00","X8","DVVX10",75
2024-04-16,NA,"D5","TM",14.4
2024-04-16,"13:23:00","D5","TX",20.8
2024-04-16,"05:45:00","D5","TN",10.2
2024-04-16,NA,"D5","HRM",68
2024-04-16,"02:30:00","D5","HRX",100
2024-04-16,"13:53:00","D5","HRN",40
2024-04-16,NA,"D5","PM",966.9
2024-04-16,"00:06:00","D5","PX",969.5
2024-04-16,"16:00:00","D5","PN",964.8
2024-04-16,NA,"D5","PPT",0
2024-04-16,NA,"D5","RS24h",25.2
2024-04-16,NA,"D5","VVM10",4.3
2024-04-16,NA,"D5","DVM10",215
2024-04-16,"05:40:00","D5","VVX10",11.8
2024-04-16,"05:40:00","D5","DVVX10",318
2024-04-16,NA,"X2","TM",16.9
2024-04-16,"12:44:00","X2","TX",20.7
2024-04-16,"23:36:00","X2","TN",14.2
2024-04-16,NA,"X2","HRM",64
2024-04-16,"23:44:00","X2","HRX",91
2024-04-16,"12:45:00","X2","HRN",45
2024-04-16,NA,"X4","TM",16.7
2024-04-16,"13:24:00","X4","TX",19.3
2024-04-16,"23:03:00","X4","TN",14.8
2024-04-16,NA,"X4","HRM",62
2024-04-16,"00:11:00","X4","HRX",100
2024-04-16,"11:44:00","X4","HRN",43
2024-04-16,NA,"X4","PM",1011.2
2024-04-16,"00:05:00","X4","PX",1013.6
2024-04-16,"16:00:00","X4","PN",1009.1
2024-04-16,NA,"X4","PPT",0.6
2024-04-16,NA,"X4","RS24h",24.6
2024-04-16,NA,"X4","VVM10",2.4
2024-04-16,NA,"X4","DVM10",163
2024-04-16,"15:57:00","X4","VVX10",7.8
2024-04-16,"15:57:00","X4","DVVX10",157
2024-04-16,NA,"X8","TM",16.5
2024-04-16,"12:07:00","X8","TX",20.5
2024-04-16,"06:14:00","X8","TN",13.4
2024-04-16,NA,"X8","HRM",61
2024-04-16,"00:48:00","X8","HRX",94
2024-04-16,"10:30:00","X8","HRN",38
2024-04-16,NA,"X8","PM",1005.5
2024-04-16,"00:01:00","X8","PX",1007.9
2024-04-16,"16:03:00","X8","PN",1003.4
2024-04-16,NA,"X8","PPT",0.3
2024-04-16,NA,"X8","RS24h",25
2024-04-16,NA,"X8","VVM10",3.1
2024-04-16,NA,"X8","DVM10",208
2024-04-16,"05:24:00","X8","VVX10",8.9
2024-04-16,"05:24:00","X8","DVVX10",303
2024-04-17,NA,"D5","TM",11.9
2024-04-17,"12:10:00","D5","TX",17.7
2024-04-17,"05:42:00","D5","TN",9
2024-04-17,NA,"D5","HRM",72
2024-04-17,"23:30:00","D5","HRX",100
2024-04-17,"10:19:00","D5","HRN",48
2024-04-17,NA,"D5","PM",966.5
2024-04-17,"10:31:00","D5","PX",967.4
2024-04-17,"16:04:00","D5","PN",965.5
2024-04-17,NA,"D5","PPT",2.4
2024-04-17,NA,"D5","RS24h",18.1
2024-04-17,NA,"D5","VVM10",5
2024-04-17,NA,"D5","DVM10",239
2024-04-17,"13:14:00","D5","VVX10",12.3
2024-04-17,"13:14:00","D5","DVVX10",193
2024-04-17,NA,"X2","TM",15.2
2024-04-17,"12:19:00","X2","TX",19.1
2024-04-17,"06:04:00","X2","TN",13.1
2024-04-17,NA,"X2","HRM",64
2024-04-17,"00:00:00","X2","HRX",84
2024-04-17,"00:40:00","X2","HRN",47
2024-04-17,NA,"X4","TM",14.9
2024-04-17,"12:45:00","X4","TX",17
2024-04-17,"06:27:00","X4","TN",13.1
2024-04-17,NA,"X4","HRM",61
2024-04-17,"23:34:00","X4","HRX",83
2024-04-17,"08:21:00","X4","HRN",41
2024-04-17,NA,"X4","PM",1011.2
2024-04-17,"10:08:00","X4","PX",1012.3
2024-04-17,"17:20:00","X4","PN",1010.1
2024-04-17,NA,"X4","PPT",0
2024-04-17,NA,"X4","RS24h",20.1
2024-04-17,NA,"X4","VVM10",2.5
2024-04-17,NA,"X4","DVM10",184
2024-04-17,"13:00:00","X4","VVX10",8.7
2024-04-17,"13:00:00","X4","DVVX10",203
2024-04-17,NA,"X8","TM",14.5
2024-04-17,"10:38:00","X8","TX",18.4
2024-04-17,"06:00:00","X8","TN",12.1
2024-04-17,NA,"X8","HRM",63
2024-04-17,"21:10:00","X8","HRX",90
2024-04-17,"08:08:00","X8","HRN",45
2024-04-17,NA,"X8","PM",1005.4
2024-04-17,"10:30:00","X8","PX",1006.4
2024-04-17,"17:15:00","X8","PN",1004.4
2024-04-17,NA,"X8","PPT",0.2
2024-04-17,NA,"X8","RS24h",16.3
2024-04-17,NA,"X8","VVM10",2.9
2024-04-17,NA,"X8","DVM10",230
2024-04-17,"13:03:00","X8","VVX10",9.1
2024-04-17,"13:03:00","X8","DVVX10",184
2024-04-18,NA,"D5","TM",11.1
2024-04-18,"11:27:00","D5","TX",16.8
2024-04-18,"06:31:00","D5","TN",8.4
2024-04-18,NA,"D5","HRM",80
2024-04-18,"05:30:00","D5","HRX",100
2024-04-18,"09:26:00","D5","HRN",62
2024-04-18,NA,"D5","PM",968
2024-04-18,"23:49:00","D5","PX",973.5
2024-04-18,"04:58:00","D5","PN",965.8
2024-04-18,NA,"D5","PPT",0
2024-04-18,NA,"D5","RS24h",12.2
2024-04-18,NA,"D5","VVM10",3.2
2024-04-18,NA,"D5","DVM10",233
2024-04-18,"13:58:00","D5","VVX10",10.7
2024-04-18,"13:58:00","D5","DVVX10",129
2024-04-18,NA,"X2","TM",14.1
2024-04-18,"11:31:00","X2","TX",18.4
2024-04-18,"23:31:00","X2","TN",11.8
2024-04-18,NA,"X2","HRM",70
2024-04-18,"02:19:00","X2","HRX",90
2024-04-18,"08:06:00","X2","HRN",53
2024-04-18,NA,"X4","TM",14.2
2024-04-18,"12:06:00","X4","TX",16.4
2024-04-18,"05:00:00","X4","TN",12.7
2024-04-18,NA,"X4","HRM",67
2024-04-18,"03:00:00","X4","HRX",100
2024-04-18,"08:00:00","X4","HRN",49
2024-04-18,NA,"X4","PM",1012.7
2024-04-18,"23:59:00","X4","PX",1018.5
2024-04-18,"03:21:00","X4","PN",1010.3
2024-04-18,NA,"X4","PPT",0.1
2024-04-18,NA,"X4","RS24h",14.2
2024-04-18,NA,"X4","VVM10",2.2
2024-04-18,NA,"X4","DVM10",74
2024-04-18,"13:11:00","X4","VVX10",9.5
2024-04-18,"13:11:00","X4","DVVX10",120
2024-04-18,NA,"X8","TM",13.7
2024-04-18,"11:56:00","X8","TX",17.9
2024-04-18,"23:13:00","X8","TN",10.2
2024-04-18,NA,"X8","HRM",67
2024-04-18,"03:08:00","X8","HRX",88
2024-04-18,"08:09:00","X8","HRN",47
2024-04-18,NA,"X8","PM",1006.9
2024-04-18,"23:31:00","X8","PX",1012.6
2024-04-18,"02:30:00","X8","PN",1004.4
2024-04-18,NA,"X8","PPT",0
2024-04-18,NA,"X8","RS24h",14
2024-04-18,NA,"X8","VVM10",2.2
2024-04-18,NA,"X8","DVM10",289
2024-04-18,"13:18:00","X8","VVX10",9.8
2024-04-18,"13:18:00","X8","DVVX10",121
2024-04-19,NA,"D5","TM",13
2024-04-19,"14:15:00","D5","TX",19.1
2024-04-19,"04:04:00","D5","TN",8.6
2024-04-19,NA,"D5","HRM",61
2024-04-19,"03:07:00","D5","HRX",86
2024-04-19,"09:33:00","D5","HRN",28
2024-04-19,NA,"D5","PM",971.9
2024-04-19,"08:07:00","D5","PX",974.5
2024-04-19,"23:35:00","D5","PN",969.2
2024-04-19,NA,"D5","PPT",0
2024-04-19,NA,"D5","RS24h",27.3
2024-04-19,NA,"D5","VVM10",6.5
2024-04-19,NA,"D5","DVM10",270
2024-04-19,"21:17:00","D5","VVX10",12.8
2024-04-19,"21:17:00","D5","DVVX10",291
2024-04-19,NA,"X2","TM",15
2024-04-19,"12:12:00","X2","TX",20.2
2024-04-19,"05:07:00","X2","TN",9.3
2024-04-19,NA,"X2","HRM",61
2024-04-19,"05:20:00","X2","HRX",86
2024-04-19,"09:15:00","X2","HRN",38
2024-04-19,NA,"X4","TM",15.5
2024-04-19,"12:34:00","X4","TX",19.3
2024-04-19,"04:45:00","X4","TN",11.8
2024-04-19,NA,"X4","HRM",54
2024-04-19,"03:36:00","X4","HRX",69
2024-04-19,"08:46:00","X4","HRN",29
2024-04-19,NA,"X4","PM",1016.8
2024-04-19,"08:31:00","X4","PX",1019.4
2024-04-19,"18:19:00","X4","PN",1013.8
2024-04-19,NA,"X4","PPT",0
2024-04-19,NA,"X4","RS24h",26.9
2024-04-19,NA,"X4","VVM10",2.9
2024-04-19,NA,"X4","DVM10",260
2024-04-19,"15:19:00","X4","VVX10",12.5
2024-04-19,"15:19:00","X4","DVVX10",224
2024-04-19,NA,"X8","TM",14.9
2024-04-19,"14:09:00","X8","TX",19.3
2024-04-19,"01:10:00","X8","TN",10.8
2024-04-19,NA,"X8","HRM",57
2024-04-19,"02:39:00","X8","HRX",77
2024-04-19,"09:26:00","X8","HRN",21
2024-04-19,NA,"X8","PM",1011
2024-04-19,"08:30:00","X8","PX",1013.6
2024-04-19,"23:57:00","X8","PN",1008.1
2024-04-19,NA,"X8","PPT",0
2024-04-19,NA,"X8","RS24h",26.8
2024-04-19,NA,"X8","VVM10",3.4
2024-04-19,NA,"X8","DVM10",264
2024-04-19,"12:59:00","X8","VVX10",11.8
2024-04-19,"12:59:00","X8","DVVX10",219
2024-04-20,NA,"D5","TM",14.2
2024-04-20,"13:38:00","D5","TX",20.2
2024-04-20,"03:57:00","D5","TN",10.2
2024-04-20,NA,"D5","HRM",70
2024-04-20,"23:30:00","D5","HRX",100
2024-04-20,"09:30:00","D5","HRN",42
2024-04-20,NA,"D5","PM",968.4
2024-04-20,"23:38:00","D5","PX",970
2024-04-20,"16:35:00","D5","PN",967.3
2024-04-20,NA,"D5","PPT",0
2024-04-20,NA,"D5","RS24h",24.9
2024-04-20,NA,"D5","VVM10",3.8
2024-04-20,NA,"D5","DVM10",195
2024-04-20,"01:33:00","D5","VVX10",11.6
2024-04-20,"01:33:00","D5","DVVX10",281
2024-04-20,NA,"X2","TM",15.4
2024-04-20,"14:36:00","X2","TX",19.6
2024-04-20,"06:00:00","X2","TN",11.6
2024-04-20,NA,"X2","HRM",71
2024-04-20,"23:25:00","X2","HRX",86
2024-04-20,"07:37:00","X2","HRN",53
2024-04-20,NA,"X4","TM",15.6
2024-04-20,"15:10:00","X4","TX",18
2024-04-20,"05:23:00","X4","TN",12.8
2024-04-20,NA,"X4","HRM",67
2024-04-20,"23:45:00","X4","HRX",81
2024-04-20,"07:52:00","X4","HRN",45
2024-04-20,NA,"X4","PM",1012.9
2024-04-20,"23:30:00","X4","PX",1014.7
2024-04-20,"17:06:00","X4","PN",1011.6
2024-04-20,NA,"X4","PPT",0
2024-04-20,NA,"X4","RS24h",25.2
2024-04-20,NA,"X4","VVM10",1.8
2024-04-20,NA,"X4","DVM10",152
2024-04-20,"11:04:00","X4","VVX10",6.1
2024-04-20,"11:04:00","X4","DVVX10",79
2024-04-20,NA,"X8","TM",15.4
2024-04-20,"13:42:00","X8","TX",20.2
2024-04-20,"03:51:00","X8","TN",10.8
2024-04-20,NA,"X8","HRM",69
2024-04-20,"23:21:00","X8","HRX",96
2024-04-20,"07:49:00","X8","HRN",42
2024-04-20,NA,"X8","PM",1007.1
2024-04-20,"23:35:00","X8","PX",1008.7
2024-04-20,"17:41:00","X8","PN",1006
2024-04-20,NA,"X8","PPT",0
2024-04-20,NA,"X8","RS24h",24.7
2024-04-20,NA,"X8","VVM10",1.8
2024-04-20,NA,"X8","DVM10",177
2024-04-20,"13:17:00","X8","VVX10",7
2024-04-20,"13:17:00","X8","DVVX10",130
2024-04-21,NA,"D5","TM",11.9
2024-04-21,"13:55:00","D5","TX",17.9
2024-04-21,"05:02:00","D5","TN",9
2024-04-21,NA,"D5","HRM",75
2024-04-21,"23:00:00","D5","HRX",100
2024-04-21,"13:34:00","D5","HRN",48
2024-04-21,NA,"D5","PM",967.9
2024-04-21,"00:00:00","D5","PX",970
2024-04-21,"17:05:00","D5","PN",966.2
2024-04-21,NA,"D5","PPT",0.4
2024-04-21,NA,"D5","RS24h",17.4
2024-04-21,NA,"D5","VVM10",3.2
2024-04-21,NA,"D5","DVM10",208
2024-04-21,"13:21:00","D5","VVX10",10.9
2024-04-21,"13:21:00","D5","DVVX10",191
2024-04-21,NA,"X2","TM",14.7
2024-04-21,"13:17:00","X2","TX",18.9
2024-04-21,"05:05:00","X2","TN",11.8
2024-04-21,NA,"X2","HRM",64
2024-04-21,"22:36:00","X2","HRX",85
2024-04-21,"13:00:00","X2","HRN",46
2024-04-21,NA,"X4","TM",14.6
2024-04-21,"12:50:00","X4","TX",16.9
2024-04-21,"05:00:00","X4","TN",12.8
2024-04-21,NA,"X4","HRM",60
2024-04-21,"01:00:00","X4","HRX",80
2024-04-21,"12:31:00","X4","HRN",47
2024-04-21,NA,"X4","PM",1012.6
2024-04-21,"00:00:00","X4","PX",1014.5
2024-04-21,"17:07:00","X4","PN",1010.9
2024-04-21,NA,"X4","PPT",0.3
2024-04-21,NA,"X4","RS24h",17.5
2024-04-21,NA,"X4","VVM10",1.9
2024-04-21,NA,"X4","DVM10",174
2024-04-21,"13:17:00","X4","VVX10",8.2
2024-04-21,"13:17:00","X4","DVVX10",195
2024-04-21,NA,"X8","TM",14.2
2024-04-21,"12:21:00","X8","TX",17.9
2024-04-21,"05:00:00","X8","TN",11.6
2024-04-21,NA,"X8","HRM",65
2024-04-21,"01:33:00","X8","HRX",94
2024-04-21,"12:20:00","X8","HRN",46
2024-04-21,NA,"X8","PM",1006.8
2024-04-21,"00:00:00","X8","PX",1008.7
2024-04-21,"17:10:00","X8","PN",1005.1
2024-04-21,NA,"X8","PPT",0.1
2024-04-21,NA,"X8","RS24h",15.2
2024-04-21,NA,"X8","VVM10",1.9
2024-04-21,NA,"X8","DVM10",195
2024-04-21,"12:43:00","X8","VVX10",7.2
2024-04-21,"12:43:00","X8","DVVX10",178
2024-04-22,NA,"D5","TM",8.3
2024-04-22,"13:20:00","D5","TX",15.7
2024-04-22,"23:59:00","D5","TN",5.5
2024-04-22,NA,"D5","HRM",92
2024-04-22,"23:30:00","D5","HRX",100
2024-04-22,"12:41:00","D5","HRN",58
2024-04-22,NA,"D5","PM",967
2024-04-22,"22:38:00","D5","PX",968.8
2024-04-22,"03:53:00","D5","PN",965.3
2024-04-22,NA,"D5","PPT",16
2024-04-22,NA,"D5","RS24h",14.6
2024-04-22,NA,"D5","VVM10",4.2
2024-04-22,NA,"D5","DVM10",215
2024-04-22,"14:49:00","D5","VVX10",10.4
2024-04-22,"14:49:00","D5","DVVX10",185
2024-04-22,NA,"X2","TM",11.3
2024-04-22,"13:31:00","X2","TX",17.8
2024-04-22,"18:05:00","X2","TN",7.6
2024-04-22,NA,"X2","HRM",79
2024-04-22,"18:38:00","X2","HRX",97
2024-04-22,"13:20:00","X2","HRN",50
2024-04-22,NA,"X4","TM",11.5
2024-04-22,"12:36:00","X4","TX",16.5
2024-04-22,"17:59:00","X4","TN",7.6
2024-04-22,NA,"X4","HRM",77
2024-04-22,"18:30:00","X4","HRX",100
2024-04-22,"12:22:00","X4","HRN",50
2024-04-22,NA,"X4","PM",1012.2
2024-04-22,"22:12:00","X4","PX",1014.3
2024-04-22,"03:32:00","X4","PN",1010.3
2024-04-22,NA,"X4","PPT",25.2
2024-04-22,NA,"X4","RS24h",16.3
2024-04-22,NA,"X4","VVM10",2.5
2024-04-22,NA,"X4","DVM10",232
2024-04-22,"12:40:00","X4","VVX10",9.4
2024-04-22,"12:40:00","X4","DVVX10",245
2024-04-22,NA,"X8","TM",10.8
2024-04-22,"13:24:00","X8","TX",16.4
2024-04-22,"18:15:00","X8","TN",7.9
2024-04-22,NA,"X8","HRM",85
2024-04-22,"21:30:00","X8","HRX",100
2024-04-22,"12:13:00","X8","HRN",52
2024-04-22,NA,"X8","PM",1006.3
2024-04-22,"22:30:00","X8","PX",1008.3
2024-04-22,"04:00:00","X8","PN",1004.5
2024-04-22,NA,"X8","PPT",18.2
2024-04-22,NA,"X8","RS24h",14.8
2024-04-22,NA,"X8","VVM10",2.4
2024-04-22,NA,"X8","DVM10",241
2024-04-22,"14:05:00","X8","VVX10",9.2
2024-04-22,"14:05:00","X8","DVVX10",201
2024-04-23,NA,"D5","TM",8.5
2024-04-23,"13:36:00","D5","TX",14.2
2024-04-23,"02:13:00","D5","TN",5.1
2024-04-23,NA,"D5","HRM",72
2024-04-23,"05:00:00","D5","HRX",100
2024-04-23,"10:52:00","D5","HRN",41
2024-04-23,NA,"D5","PM",966.2
2024-04-23,"22:46:00","D5","PX",967.8
2024-04-23,"15:11:00","D5","PN",963.9
2024-04-23,NA,"D5","PPT",0
2024-04-23,NA,"D5","RS24h",16.6
2024-04-23,NA,"D5","VVM10",3.1
2024-04-23,NA,"D5","DVM10",200
2024-04-23,"15:41:00","D5","VVX10",9.4
2024-04-23,"15:41:00","D5","DVVX10",118
2024-04-23,NA,"X2","TM",11.6
2024-04-23,"13:50:00","X2","TX",16
2024-04-23,"03:40:00","X2","TN",8.5
2024-04-23,NA,"X2","HRM",64
2024-04-23,"04:36:00","X2","HRX",88
2024-04-23,"14:43:00","X2","HRN",38
2024-04-23,NA,"X4","TM",12.1
2024-04-23,"14:36:00","X4","TX",15.1
2024-04-23,"04:27:00","X4","TN",9
2024-04-23,NA,"X4","HRM",57
2024-04-23,"04:28:00","X4","HRX",80
2024-04-23,"10:06:00","X4","HRN",35
